Match_Date,Tournament_ID,Tier,Type,Team_1,Team_2,Winner,Team_1_ID,Team_2_ID,Team_1_Scout_1,Team_1_Scout_2,Team_1_Soldier_1,Team_1_Soldier_2,Team_1_Demo,Team_1_Medic,Team_2_Scout_1,Team_2_Scout_2,Team_2_Soldier_1,Team_2_Soldier_2,Team_2_Demo,Team_2_Medic
"(2014, 03, 19, 23, 30)",ESEA_S16,A,regular_season,6cuties,classic mixup,2,ESEA_S16_6cuties,ESEA_S16_classic mixup,Shrugger,br0nze,paddie,remram,Pharoah,snailboat,squid,enigma,Dave AC,Platinum,harbleu,Ninjanick
"(2014, 03, 20, 21, 30)",ESEA_S16,A,regular_season,rent-a-homies,street hoops,1,ESEA_S16_rent-a-homies,ESEA_S16_street hoops,John_Milter,goku,fuuzi0n,serv0,shrt,CASPIAN,paragon,deadbolt,ash,grape,duwatna,cozen
"(2014, 03, 20, 22, 0)",ESEA_S16,A,regular_season,weloveanime,6cuties,1,ESEA_S16_weloveanime,ESEA_S16_6cuties,chaaz,shaftmetwisted,1ss_,marmadukeGRYLLS,Phrakture,Sham_,Shrugger,br0nze,paddie,remram,Pharoah,snailboat
"(2014, 03, 20, 23, 30)",ESEA_S16,A,regular_season,woodpig,weloveanime,1,ESEA_S16_woodpig,ESEA_S16_weloveanime,arcticjoe,bape,Sakura,Fangles,dingo,broodstar,chaaz,shaftmetwisted,1ss_,marmadukeGRYLLS,Phrakture,Sham_
"(2014, 03, 23, 22, 0)",ESEA_S16,A,regular_season,street hoops,the hurricane,1,ESEA_S16_street hoops,ESEA_S16_the hurricane,paragon,deadbolt,ash,grape,duwatna,cozen,DAringo,icTus,SureShot,shootist,ctrlfmuffin,2Ques
"(2014, 03, 23, 22, 0)",ESEA_S16,A,regular_season,froyotech,woodpig,1,ESEA_S16_froyotech,ESEA_S16_woodpig,clockwork,b4nny,blaze,lansky,dummy,shade,arcticjoe,bape,Sakura,Fangles,dingo,broodstar
"(2014, 03, 26)",ETF2L_S17,A,playoff,awsomniac,dotter,1,ETF2L_S17_awsomniac,ETF2L_S17_dotter,dmoule,Flippy,T-Mac,Tek,Exon,Bulle,BeaVerN,wltrs,Zebbosai,Knutsson,ryb,2nuts
"(2014, 03, 26, 22, 0)",ESEA_S16,A,regular_season,exertus,weloveanime,1,ESEA_S16_exertus,ESEA_S16_weloveanime,Decimate,alfa,Ma3laa,rando,Bdonski,TheFragile,chaaz,shaftmetwisted,1ss_,marmadukeGRYLLS,Phrakture,Sham_
"(2014, 03, 26, 22, 30)",ESEA_S16,A,regular_season,street hoops,6cuties,1,ESEA_S16_street hoops,ESEA_S16_6cuties,paragon,deadbolt,ash,grape,duwatna,cozen,Shrugger,br0nze,paddie,remram,Pharoah,snailboat
"(2014, 03, 26, 22, 30)",ESEA_S16,A,regular_season,weloveanime,classic mixup,2,ESEA_S16_weloveanime,ESEA_S16_classic mixup,chaaz,shaftmetwisted,1ss_,marmadukeGRYLLS,Phrakture,Sham_,squid,enigma,Dave AC,Platinum,harbleu,Ninjanick
"(2014, 03, 27, 21, 0)",ESEA_S16,A,regular_season,the hurricane,rent-a-homies,2,ESEA_S16_the hurricane,ESEA_S16_rent-a-homies,DAringo,icTus,SureShot,shootist,ctrlfmuffin,2Ques,John_Milter,goku,fuuzi0n,serv0,shrt,CASPIAN
"(2014, 03, 27, 21, 30)",ESEA_S16,A,regular_season,6cuties,froyotech,2,ESEA_S16_6cuties,ESEA_S16_froyotech,Shrugger,br0nze,paddie,remram,Pharoah,snailboat,clockwork,b4nny,blaze,lansky,dummy,shade
"(2014, 03, 27, 22, 0)",ESEA_S16,A,regular_season,woodpig,street hoops,2,ESEA_S16_woodpig,ESEA_S16_street hoops,arcticjoe,bape,Sakura,Fangles,dingo,broodstar,paragon,deadbolt,ash,grape,duwatna,cozen
"(2014, 03, 27, 22, 30)",ESEA_S16,A,regular_season,froyotech,exertus,1,ESEA_S16_froyotech,ESEA_S16_exertus,clockwork,b4nny,blaze,lansky,dummy,shade,Decimate,alfa,Ma3laa,rando,Bdonski,TheFragile
"(2014, 03, 30, 21, 30)",ESEA_S16,A,regular_season,rent-a-homies,woodpig,2,ESEA_S16_rent-a-homies,ESEA_S16_woodpig,John_Milter,goku,fuuzi0n,serv0,shrt,CASPIAN,arcticjoe,bape,Sakura,Fangles,dingo,broodstar
"(2014, 03, 31, 22, 0)",ESEA_S16,A,regular_season,woodpig,the hurricane,1,ESEA_S16_woodpig,ESEA_S16_the hurricane,arcticjoe,bape,Sakura,Fangles,dingo,broodstar,DAringo,icTus,SureShot,shootist,ctrlfmuffin,2Ques
"(2014, 04, 02, 22, 0)",ESEA_S16,A,regular_season,classic mixup,froyotech,2,ESEA_S16_classic mixup,ESEA_S16_froyotech,squid,enigma,Dave AC,Platinum,harbleu,Ninjanick,clockwork,b4nny,blaze,lansky,dummy,shade
"(2014, 04, 02, 22, 0)",ESEA_S16,A,regular_season,exertus,street hoops,2,ESEA_S16_exertus,ESEA_S16_street hoops,Decimate,alfa,Ma3laa,rando,Bdonski,TheFragile,paragon,deadbolt,ash,grape,duwatna,cozen
"(2014, 04, 03)",ETF2L_S17,A,playoff,the last resort,awsomniac,1,ETF2L_S17_the last resort,ETF2L_S17_awsomniac,BeaVerN,Rake,kalh?,KnOxXx,HYS,Mirelin,dmoule,Flippy,T-Mac,Tek,Exon,Bulle
"(2014, 04, 03, 21, 30)",ESEA_S16,A,regular_season,rent-a-homies,exertus,2,ESEA_S16_rent-a-homies,ESEA_S16_exertus,John_Milter,goku,fuuzi0n,serv0,shrt,CASPIAN,Decimate,alfa,Ma3laa,rando,Bdonski,TheFragile
"(2014, 04, 03, 21, 30)",ESEA_S16,A,regular_season,froyotech,weloveanime,1,ESEA_S16_froyotech,ESEA_S16_weloveanime,clockwork,b4nny,blaze,lansky,dummy,shade,chaaz,shaftmetwisted,1ss_,marmadukeGRYLLS,Phrakture,Sham_
"(2014, 04, 03, 22, 0)",ESEA_S16,A,regular_season,the hurricane,6cuties,2,ESEA_S16_the hurricane,ESEA_S16_6cuties,DAringo,icTus,SureShot,shootist,ctrlfmuffin,2Ques,Shrugger,br0nze,paddie,remram,Pharoah,snailboat
"(2014, 04, 06, 22, 0)",ESEA_S16,A,regular_season,6cuties,rent-a-homies,2,ESEA_S16_6cuties,ESEA_S16_rent-a-homies,Shrugger,br0nze,paddie,remram,Pharoah,snailboat,John_Milter,goku,fuuzi0n,serv0,shrt,CASPIAN
"(2014, 04, 06, 22, 0)",ESEA_S16,A,regular_season,street hoops,classic mixup,2,ESEA_S16_street hoops,ESEA_S16_classic mixup,paragon,deadbolt,ash,grape,duwatna,cozen,squid,enigma,Dave AC,Platinum,harbleu,Ninjanick
"(2014, 04, 08, 21, 30)",ESEA_S16,A,regular_season,exertus,the hurricane,1,ESEA_S16_exertus,ESEA_S16_the hurricane,Decimate,alfa,Ma3laa,rando,Bdonski,TheFragile,DAringo,icTus,SureShot,shootist,ctrlfmuffin,2Ques
"(2014, 04, 08, 22, 0)",ESEA_S16,A,regular_season,weloveanime,street hoops,2,ESEA_S16_weloveanime,ESEA_S16_street hoops,chaaz,shaftmetwisted,1ss_,marmadukeGRYLLS,Phrakture,Sham_,paragon,deadbolt,ash,grape,duwatna,cozen
"(2014, 04, 09, 21, 30)",ESEA_S16,A,regular_season,weloveanime,rent-a-homies,2,ESEA_S16_weloveanime,ESEA_S16_rent-a-homies,chaaz,shaftmetwisted,1ss_,marmadukeGRYLLS,Phrakture,Sham_,John_Milter,goku,fuuzi0n,serv0,shrt,CASPIAN
"(2014, 04, 09, 22, 0)",ESEA_S16,A,regular_season,classic mixup,the hurricane,1,ESEA_S16_classic mixup,ESEA_S16_the hurricane,squid,enigma,Dave AC,Platinum,harbleu,Ninjanick,DAringo,icTus,SureShot,shootist,ctrlfmuffin,2Ques
"(2014, 04, 09, 22, 30)",ESEA_S16,A,regular_season,6cuties,woodpig,1,ESEA_S16_6cuties,ESEA_S16_woodpig,Shrugger,br0nze,paddie,remram,Pharoah,snailboat,arcticjoe,bape,Sakura,Fangles,dingo,broodstar
"(2014, 04, 10)",ETF2L_S17,A,playoff,Made in Germany,the last resort,1,ETF2L_S17_Made in Germany,ETF2L_S17_the last resort,basH,SVMZI,GeaR,MikeyA,Kaidus,Byte,BeaVerN,Rake,kalh?,KnOxXx,HYS,Mirelin
"(2014, 04, 10, 21, 30)",ESEA_S16,A,regular_season,classic mixup,rent-a-homies,1,ESEA_S16_classic mixup,ESEA_S16_rent-a-homies,squid,enigma,Dave AC,Platinum,harbleu,Ninjanick,John_Milter,goku,fuuzi0n,serv0,shrt,CASPIAN
"(2014, 04, 10, 22, 0)",ESEA_S16,A,regular_season,exertus,woodpig,1,ESEA_S16_exertus,ESEA_S16_woodpig,Decimate,alfa,Ma3laa,rando,Bdonski,TheFragile,arcticjoe,bape,Sakura,Fangles,dingo,broodstar
"(2014, 04, 13, 22, 0)",ESEA_S16,A,regular_season,froyotech,street hoops,1,ESEA_S16_froyotech,ESEA_S16_street hoops,clockwork,b4nny,blaze,lansky,dummy,shade,paragon,deadbolt,ash,grape,duwatna,cozen
"(2014, 04, 16, 21, 0)",ESEA_S16,A,regular_season,the hurricane,weloveanime,1,ESEA_S16_the hurricane,ESEA_S16_weloveanime,DAringo,icTus,SureShot,shootist,ctrlfmuffin,2Ques,chaaz,shaftmetwisted,1ss_,marmadukeGRYLLS,Phrakture,Sham_
"(2014, 04, 16, 21, 30)",ESEA_S16,A,regular_season,street hoops,rent-a-homies,1,ESEA_S16_street hoops,ESEA_S16_rent-a-homies,paragon,deadbolt,ash,grape,duwatna,cozen,John_Milter,goku,fuuzi0n,serv0,shrt,CASPIAN
"(2014, 04, 16, 22, 0)",ESEA_S16,A,regular_season,woodpig,classic mixup,2,ESEA_S16_woodpig,ESEA_S16_classic mixup,arcticjoe,bape,Sakura,Fangles,dingo,broodstar,squid,enigma,Dave AC,Platinum,harbleu,Ninjanick
"(2014, 04, 16, 23, 0)",ESEA_S16,A,regular_season,classic mixup,6cuties,1,ESEA_S16_classic mixup,ESEA_S16_6cuties,squid,enigma,Dave AC,Platinum,harbleu,Ninjanick,Shrugger,br0nze,paddie,remram,Pharoah,snailboat
"(2014, 04, 17, 21, 0)",ESEA_S16,A,regular_season,weloveanime,woodpig,2,ESEA_S16_weloveanime,ESEA_S16_woodpig,chaaz,shaftmetwisted,1ss_,marmadukeGRYLLS,Phrakture,Sham_,arcticjoe,bape,Sakura,Fangles,dingo,broodstar
"(2014, 04, 17, 22, 0)",ESEA_S16,A,regular_season,rent-a-homies,froyotech,2,ESEA_S16_rent-a-homies,ESEA_S16_froyotech,John_Milter,goku,fuuzi0n,serv0,shrt,CASPIAN,clockwork,b4nny,blaze,lansky,dummy,shade
"(2014, 04, 17, 22, 0)",ESEA_S16,A,regular_season,6cuties,exertus,2,ESEA_S16_6cuties,ESEA_S16_exertus,Shrugger,br0nze,paddie,remram,Pharoah,snailboat,Decimate,alfa,Ma3laa,rando,Bdonski,TheFragile
"(2014, 04, 19, 15, 30)",Gamers _Assembly_2014,A,playoff,Awsomniac,Elysium Gaming,1,Gamers _Assembly_2014_Awsomniac,Gamers _Assembly_2014_Elysium Gaming,Tek,Flippy,T-Mac,CaptainHax,Exon,DiabalXen,Alexcouter,Melheck,John,VelOo,Zikto,Wilescoyote
"(2014, 04, 19, 16, 15)",Gamers _Assembly_2014,A,playoff,Viva la Vida,K-NRAGE Esport,1,Gamers _Assembly_2014_Viva la Vida,Gamers _Assembly_2014_K-NRAGE Esport,Droso,gf18_idiot,Salt,KillAri,Thy,skeej,Sextis,NiCO,GwAda,DeGuN,Hidan,Izzy
"(2014, 04, 19, 18, 15)",Gamers _Assembly_2014,A,playoff,Awsomniac,Viva la Vida,1,Gamers _Assembly_2014_Awsomniac,Gamers _Assembly_2014_Viva la Vida,Tek,Flippy,T-Mac,CaptainHax,Exon,DiabalXen,Droso,gf18_idiot,Salt,KillAri,Thy,skeej
"(2014, 04, 20, 11, 15)",Gamers _Assembly_2014,A,playoff,K-NRAGE Esport,Elysium Gaming,1,Gamers _Assembly_2014_K-NRAGE Esport,Gamers _Assembly_2014_Elysium Gaming,Sextis,NiCO,GwAda,DeGuN,Hidan,Izzy,Alexcouter,Melheck,John,VelOo,Zikto,Wilescoyote
"(2014, 04, 20, 20, 15)",Gamers _Assembly_2014,A,playoff,Awsomniac,Viva la Vida,1,Gamers _Assembly_2014_Awsomniac,Gamers _Assembly_2014_Viva la Vida,Tek,Flippy,T-Mac,CaptainHax,Exon,DiabalXen,Droso,gf18_idiot,Salt,KillAri,Thy,skeej
"(2014, 04, 20, 21, 30)",ESEA_S16,A,regular_season,froyotech,the hurricane,1,ESEA_S16_froyotech,ESEA_S16_the hurricane,clockwork,b4nny,blaze,lansky,dummy,shade,DAringo,icTus,SureShot,shootist,ctrlfmuffin,2Ques
"(2014, 04, 22, 22, 0)",ESEA_S16,A,regular_season,weloveanime,exertus,2,ESEA_S16_weloveanime,ESEA_S16_exertus,chaaz,shaftmetwisted,1ss_,marmadukeGRYLLS,Phrakture,Sham_,Decimate,alfa,Ma3laa,rando,Bdonski,TheFragile
"(2014, 04, 22, 22, 30)",ESEA_S16,A,regular_season,woodpig,froyotech,2,ESEA_S16_woodpig,ESEA_S16_froyotech,arcticjoe,bape,Sakura,Fangles,dingo,broodstar,clockwork,b4nny,blaze,lansky,dummy,shade
"(2014, 04, 23, 21, 0)",ESEA_S16,A,regular_season,6cuties,weloveanime,1,ESEA_S16_6cuties,ESEA_S16_weloveanime,Shrugger,br0nze,paddie,remram,Pharoah,snailboat,chaaz,shaftmetwisted,1ss_,marmadukeGRYLLS,Phrakture,Sham_
"(2014, 04, 23, 22, 0)",ESEA_S16,A,regular_season,the hurricane,street hoops,2,ESEA_S16_the hurricane,ESEA_S16_street hoops,DAringo,icTus,SureShot,shootist,ctrlfmuffin,2Ques,paragon,deadbolt,ash,grape,duwatna,cozen
"(2014, 04, 23, 22, 30)",ESEA_S16,A,regular_season,froyotech,6cuties,1,ESEA_S16_froyotech,ESEA_S16_6cuties,clockwork,b4nny,blaze,lansky,dummy,shade,Shrugger,br0nze,paddie,remram,Pharoah,snailboat
"(2014, 04, 24, 22, 0)",ESEA_S16,A,regular_season,exertus,classic mixup,1,ESEA_S16_exertus,ESEA_S16_classic mixup,Decimate,alfa,Ma3laa,rando,Bdonski,TheFragile,squid,enigma,Dave AC,Platinum,harbleu,Ninjanick
"(2014, 04, 27, 22, 0)",ESEA_S16,A,regular_season,street hoops,woodpig,1,ESEA_S16_street hoops,ESEA_S16_woodpig,paragon,deadbolt,ash,grape,duwatna,cozen,arcticjoe,bape,Sakura,Fangles,dingo,broodstar
"(2014, 04, 27, 22, 0)",ESEA_S16,A,regular_season,rent-a-homies,the hurricane,2,ESEA_S16_rent-a-homies,ESEA_S16_the hurricane,John_Milter,goku,fuuzi0n,serv0,shrt,CASPIAN,DAringo,icTus,SureShot,shootist,ctrlfmuffin,2Ques
"(2014, 04, 30, 21, 0)",ESEA_S16,A,regular_season,classic mixup,weloveanime,1,ESEA_S16_classic mixup,ESEA_S16_weloveanime,squid,enigma,Dave AC,Platinum,harbleu,Ninjanick,chaaz,shaftmetwisted,1ss_,marmadukeGRYLLS,Phrakture,Sham_
"(2014, 04, 30, 22, 0)",ESEA_S16,A,regular_season,the hurricane,woodpig,2,ESEA_S16_the hurricane,ESEA_S16_woodpig,DAringo,icTus,SureShot,shootist,ctrlfmuffin,2Ques,arcticjoe,bape,Sakura,Fangles,dingo,broodstar
"(2014, 04, 30, 22, 0)",ESEA_S16,A,regular_season,exertus,froyotech,2,ESEA_S16_exertus,ESEA_S16_froyotech,Decimate,alfa,Ma3laa,rando,Bdonski,TheFragile,clockwork,b4nny,blaze,lansky,dummy,shade
"(2014, 04, 30, 22, 0)",ESEA_S16,A,regular_season,6cuties,street hoops,2,ESEA_S16_6cuties,ESEA_S16_street hoops,Shrugger,br0nze,paddie,remram,Pharoah,snailboat,paragon,deadbolt,ash,grape,duwatna,cozen
"(2014, 05, 01, 21, 30)",ESEA_S16,A,regular_season,woodpig,rent-a-homies,2,ESEA_S16_woodpig,ESEA_S16_rent-a-homies,arcticjoe,bape,Sakura,Fangles,dingo,broodstar,John_Milter,goku,fuuzi0n,serv0,shrt,CASPIAN
"(2014, 05, 01, 22, 0)",ESEA_S16,A,regular_season,street hoops,exertus,2,ESEA_S16_street hoops,ESEA_S16_exertus,paragon,deadbolt,ash,grape,duwatna,cozen,Decimate,alfa,Ma3laa,rando,Bdonski,TheFragile
"(2014, 05, 01, 22, 0)",ESEA_S16,A,regular_season,froyotech,classic mixup,1,ESEA_S16_froyotech,ESEA_S16_classic mixup,clockwork,b4nny,blaze,lansky,dummy,shade,squid,enigma,Dave AC,Platinum,harbleu,Ninjanick
"(2014, 05, 04, 21, 30)",ESEA_S16,A,regular_season,rent-a-homies,6cuties,1,ESEA_S16_rent-a-homies,ESEA_S16_6cuties,John_Milter,goku,fuuzi0n,serv0,shrt,CASPIAN,Shrugger,br0nze,paddie,remram,Pharoah,snailboat
"(2014, 05, 06, 22, 0)",ESEA_S16,A,regular_season,6cuties,the hurricane,1,ESEA_S16_6cuties,ESEA_S16_the hurricane,Shrugger,br0nze,paddie,remram,Pharoah,snailboat,DAringo,icTus,SureShot,shootist,ctrlfmuffin,2Ques
"(2014, 05, 07, 22, 0)",ESEA_S16,A,regular_season,classic mixup,street hoops,1,ESEA_S16_classic mixup,ESEA_S16_street hoops,squid,enigma,Dave AC,Platinum,harbleu,Ninjanick,paragon,deadbolt,ash,grape,duwatna,cozen
"(2014, 05, 07, 22, 0)",ESEA_S16,A,regular_season,the hurricane,exertus,2,ESEA_S16_the hurricane,ESEA_S16_exertus,DAringo,icTus,SureShot,shootist,ctrlfmuffin,2Ques,Decimate,alfa,Ma3laa,rando,Bdonski,TheFragile
"(2014, 05, 08, 0, 0)",ESEA_S16,A,regular_season,street hoops,weloveanime,1,ESEA_S16_street hoops,ESEA_S16_weloveanime,paragon,deadbolt,ash,grape,duwatna,cozen,chaaz,shaftmetwisted,1ss_,marmadukeGRYLLS,Phrakture,Sham_
"(2014, 05, 08, 21, 30)",ESEA_S16,A,regular_season,exertus,rent-a-homies,1,ESEA_S16_exertus,ESEA_S16_rent-a-homies,Decimate,alfa,Ma3laa,rando,Bdonski,TheFragile,John_Milter,goku,fuuzi0n,serv0,shrt,CASPIAN
"(2014, 05, 08, 22, 0)",ESEA_S16,A,regular_season,woodpig,6cuties,2,ESEA_S16_woodpig,ESEA_S16_6cuties,arcticjoe,bape,Sakura,Fangles,dingo,broodstar,Shrugger,br0nze,paddie,remram,Pharoah,snailboat
"(2014, 05, 08, 22, 30)",ESEA_S16,A,regular_season,rent-a-homies,classic mixup,1,ESEA_S16_rent-a-homies,ESEA_S16_classic mixup,John_Milter,goku,fuuzi0n,serv0,shrt,CASPIAN,squid,enigma,Dave AC,Platinum,harbleu,Ninjanick
"(2014, 05, 5, 22, 0)",ESEA_S16,A,regular_season,weloveanime,froyotech,2,ESEA_S16_weloveanime,ESEA_S16_froyotech,chaaz,shaftmetwisted,1ss_,marmadukeGRYLLS,Phrakture,Sham_,clockwork,b4nny,blaze,lansky,dummy,shade
"(2014, 06, 28, 10, 30)",ESEA_S16,A,playoff,froyotech,street hoops,1,ESEA_S16_froyotech,ESEA_S16_street hoops,clockwork,b4nny,blaze,lansky,dummy,shade,paragon,deadbolt,ash,grape,duwatna,cozen
"(2014, 06, 28, 12, 30)",ESEA_S16,A,playoff,exertus,classic mixup,2,ESEA_S16_exertus,ESEA_S16_classic mixup,Decimate,alfa,Ma3laa,rando,Bdonski,TheFragile,squid,enigma,Dave AC,Platinum,harbleu,Ninjanick
"(2014, 06, 28, 15, 0)",ESEA_S16,A,playoff,street hoops,exertus,1,ESEA_S16_street hoops,ESEA_S16_exertus,paragon,deadbolt,ash,grape,duwatna,cozen,Decimate,alfa,Ma3laa,rando,Bdonski,TheFragile
"(2014, 06, 28, 19, 30)",ESEA_S16,A,playoff,froyotech,classic mixup,1,ESEA_S16_froyotech,ESEA_S16_classic mixup,clockwork,b4nny,blaze,lansky,dummy,shade,squid,enigma,Dave AC,Platinum,harbleu,Ninjanick
"(2014, 06, 28, 21, 30)",ESEA_S16,A,playoff,classic mixup,street hoops,1,ESEA_S16_classic mixup,ESEA_S16_street hoops,squid,enigma,Dave AC,Platinum,harbleu,Ninjanick,paragon,deadbolt,ash,grape,duwatna,cozen
"(2014, 06, 29, 10, 30)",ESEA_S16,A,playoff,froyotech,classic mixup,1,ESEA_S16_froyotech,ESEA_S16_classic mixup,clockwork,b4nny,blaze,lansky,dummy,shade,squid,enigma,Dave AC,Platinum,harbleu,Ninjanick
"(2014, 07, 22, 22, 0)",ESEA_S17,A,regular_season,woodpig,street hoops,1,ESEA_S17_woodpig,ESEA_S17_street hoops,meb,bape,Mangachu,milo,dingo,mason,paragon,cyzer,ash,grape,deadbolt,ninjanick
"(2014, 07, 23, 22, 0)",ESEA_S17,A,regular_season,street hoops,froyotech,2,ESEA_S17_street hoops,ESEA_S17_froyotech,paragon,cyzer,ash,grape,deadbolt,ninjanick,clockwork,b4nny,blaze,lansky,duwatna,shade
"(2014, 07, 23, 22, 0)",ESEA_S17,A,regular_season,elevate,woodpig,1,ESEA_S17_elevate,ESEA_S17_woodpig,Decimate,alfa,Ma3laa,rando,Bdonski,cozen,meb,bape,Mangachu,milo,dingo,mason
"(2014, 07, 23, 22, 30)",ESEA_S17,A,regular_season,6cuties,mad men,2,ESEA_S17_6cuties,ESEA_S17_mad men,Br0nze,Shrugger,Smaka,broking,n/a,blink,YouMustMike,bl4nk,marmaduke,MemphisVon,Pharoah,indust
"(2014, 07, 24, 22, 0)",ESEA_S17,A,regular_season,classic mixup,elevate,2,ESEA_S17_classic mixup,ESEA_S17_elevate,squid,enigma,TLR,Platinum,xalox,Harbleu,Decimate,alfa,Ma3laa,rando,Bdonski,cozen
"(2014, 07, 27, 22, 0)",ESEA_S17,A,regular_season,the hurricane,6cuties,1,ESEA_S17_the hurricane,ESEA_S17_6cuties,Chingoo,icTus,shootist,SureShot,insom,Sakura,Br0nze,Shrugger,Smaka,broking,n/a,blink
"(2014, 07, 28, 22, 30)",ESEA_S17,A,regular_season,ding dong daddy,the hurricane,2,ESEA_S17_ding dong daddy,ESEA_S17_the hurricane,alec,benk,okiewaka,Showstopper,ranga,peyote,Chingoo,icTus,shootist,SureShot,insom,Sakura
"(2014, 07, 29, 20, 30)",ESEA_S17,A,regular_season,froyotech,ding dong daddy,1,ESEA_S17_froyotech,ESEA_S17_ding dong daddy,clockwork,b4nny,blaze,lansky,duwatna,shade,alec,benk,okiewaka,Showstopper,ranga,peyote
"(2014, 07, 30, 21, 0)",ESEA_S17,A,regular_season,elevate,the hurricane,1,ESEA_S17_elevate,ESEA_S17_the hurricane,Decimate,alfa,Ma3laa,rando,Bdonski,cozen,Chingoo,icTus,shootist,SureShot,insom,Sakura
"(2014, 07, 30, 22, 0)",ESEA_S17,A,regular_season,ding dong daddy,6cuties,1,ESEA_S17_ding dong daddy,ESEA_S17_6cuties,alec,benk,okiewaka,Showstopper,ranga,peyote,Br0nze,Shrugger,Smaka,broking,n/a,blink
"(2014, 07, 30, 22, 0)",ESEA_S17,A,regular_season,froyotech,elevate,2,ESEA_S17_froyotech,ESEA_S17_elevate,clockwork,b4nny,blaze,lansky,duwatna,shade,Decimate,alfa,Ma3laa,rando,Bdonski,cozen
"(2014, 07, 30, 22, 30)",ESEA_S17,A,regular_season,street hoops,mad men,1,ESEA_S17_street hoops,ESEA_S17_mad men,paragon,cyzer,ash,grape,deadbolt,ninjanick,YouMustMike,bl4nk,marmaduke,MemphisVon,Pharoah,indust
"(2014, 07, 31, 22, 0)",ESEA_S17,A,regular_season,the hurricane,street hoops,2,ESEA_S17_the hurricane,ESEA_S17_street hoops,Chingoo,icTus,shootist,SureShot,insom,Sakura,paragon,cyzer,ash,grape,deadbolt,ninjanick
"(2014, 07, 31, 22, 0)",ESEA_S17,A,regular_season,woodpig,classic mixup,2,ESEA_S17_woodpig,ESEA_S17_classic mixup,meb,bape,Mangachu,milo,dingo,mason,squid,enigma,TLR,Platinum,xalox,Harbleu
"(2014, 07, 31, 22, 0)",ESEA_S17,A,regular_season,mad men,ding dong daddy,1,ESEA_S17_mad men,ESEA_S17_ding dong daddy,YouMustMike,bl4nk,marmaduke,MemphisVon,Pharoah,indust,alec,benk,okiewaka,Showstopper,ranga,peyote
"(2014, 07, 31, 22, 30)",ESEA_S17,A,regular_season,classic mixup,froyotech,2,ESEA_S17_classic mixup,ESEA_S17_froyotech,squid,enigma,TLR,Platinum,xalox,Harbleu,clockwork,b4nny,blaze,lansky,duwatna,shade
"(2014, 08, 04, 22, 0)",ESEA_S17,A,regular_season,6cuties,street hoops,2,ESEA_S17_6cuties,ESEA_S17_street hoops,Br0nze,Shrugger,Smaka,broking,n/a,blink,paragon,cyzer,ash,grape,deadbolt,ninjanick
"(2014, 08, 05, 22, 0)",ESEA_S17,A,regular_season,mad men,elevate,2,ESEA_S17_mad men,ESEA_S17_elevate,YouMustMike,bl4nk,marmaduke,MemphisVon,Pharoah,indust,Decimate,alfa,Ma3laa,rando,Bdonski,cozen
"(2014, 08, 06, 22, 0)",ESEA_S17,A,regular_season,elevate,6cuties,1,ESEA_S17_elevate,ESEA_S17_6cuties,Decimate,alfa,Ma3laa,rando,Bdonski,cozen,Br0nze,Shrugger,Smaka,broking,n/a,blink
"(2014, 08, 07, 22, 0)",ESEA_S17,A,regular_season,froyotech,woodpig,1,ESEA_S17_froyotech,ESEA_S17_woodpig,clockwork,b4nny,blaze,lansky,duwatna,shade,meb,bape,Mangachu,milo,dingo,mason
"(2014, 08, 07, 22, 0)",ESEA_S17,A,regular_season,the hurricane,classic mixup,2,ESEA_S17_the hurricane,ESEA_S17_classic mixup,Chingoo,icTus,shootist,SureShot,insom,Sakura,squid,enigma,TLR,Platinum,xalox,Harbleu
"(2014, 08, 10, 22, 0)",ESEA_S17,A,regular_season,street hoops,ding dong daddy,1,ESEA_S17_street hoops,ESEA_S17_ding dong daddy,paragon,cyzer,ash,grape,deadbolt,ninjanick,alec,benk,okiewaka,Showstopper,ranga,peyote
"(2014, 08, 10, 22, 0)",ESEA_S17,A,regular_season,woodpig,the hurricane,1,ESEA_S17_woodpig,ESEA_S17_the hurricane,meb,bape,Mangachu,milo,dingo,mason,Chingoo,icTus,shootist,SureShot,insom,Sakura
"(2014, 08, 10, 22, 30)",ESEA_S17,A,regular_season,classic mixup,mad men,1,ESEA_S17_classic mixup,ESEA_S17_mad men,squid,enigma,TLR,Platinum,xalox,Harbleu,YouMustMike,bl4nk,marmaduke,MemphisVon,Pharoah,indust
"(2014, 08, 11, 17, 0)",ESEA_S17,A,regular_season,woodpig,6cuties,1,ESEA_S17_woodpig,ESEA_S17_6cuties,meb,bape,Mangachu,milo,dingo,mason,Br0nze,Shrugger,Smaka,broking,n/a,blink
"(2014, 08, 11, 22, 0)",ESEA_S17,A,regular_season,6cuties,classic mixup,2,ESEA_S17_6cuties,ESEA_S17_classic mixup,Br0nze,Shrugger,Smaka,broking,n/a,blink,squid,enigma,TLR,Platinum,xalox,Harbleu
"(2014, 08, 14, 21, 30)",ESEA_S17,A,regular_season,ding dong daddy,elevate,2,ESEA_S17_ding dong daddy,ESEA_S17_elevate,alec,benk,okiewaka,Showstopper,ranga,peyote,Decimate,alfa,Ma3laa,rando,Bdonski,cozen
